Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,WggPar,WggGenQuot,WggEffPart,WggCitizen,WggParOth,WggEq,WggEqGen,WggSocEq,WggEqOth,WggGrp,WggIndNom,WggRefDisp,WggPreg,WggGrpOth,WggIntLaw,WggHR,WggHrSta,WggUnsc,WggIntLawOth,WggNewInst,WggInstWom,WggInf,WggRecon,WggNewInstOth,WggVio,WggVioSex,WggVioGen,WggVioProt,WggVioOth,WggTraJus,WggPast,WggPri,WggTraJusOth,WggInstRef,WggConst,WggLawRef,WggJud,WggPol,WggDdr,WggPubAdm,WggInstRefOth,WggDev,WggDevGen,WggRehab,WggEdu,WggHea,WggRepro,WggDevOth,WggImpl,WggImplRole,WggImplSign,WggImplOth,WggOth
India/(Darjeeling),Government/territory,30,India-Darjeeling peace process,Asia and Pacific,1716,1,Memorandum of Agreement on the Gorkha Territorial Administration,2011-07-18,Multiparty signed/agreed,9,23546,Intra,SubComp,FrAg,"(Dr. G.D. Gautama) Additional Chief Secretary, Home & Hill Affairs Department, Government of West Bengal for and on behalf of the Government of West Bengal;
(Shri Rooshan Giri ) General Secretary, Gorkha Janmukti Morcha, for and on behalf of the Gorkha Janmukti Morcha;
(Shri K.K. Pathak) Joint Secretary to the Government of India Ministry of Home Affairs, for and on behalf of the Government of India;",,"Page 1,
... Whereas all issues including issues relating to transfer of subjects to the new Body have been agreed in various tripartite meetings at the official level; and",IND,,750,,NA,NA,NA,NA,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Bahrain,Government,10,Bahrain: Reform-based peace process,Middle East and North Africa,1415,1,"Bahrain National Dialogue Proposals, Executive Summary",2011-07-28,Status unclear,7,19454,Intra,SubComp,FrAg,"300 participants; 37% from political societies, 36% from civil and non-governmental organisations, 21% from opinion leaders and prominent figures within the Kingdom of Bahrain and 6% from the media.

Civil and non-governmental organisations had a representation percentage of 12% for professional societies, 9% for social societies, 5% for women societies, 5% for youth societies, 3% for the various labour unions and 2% representation from the Bahrain Chamber of Commerce and Industry.",,,BHR,,692,,NA,NA,NA,NA,No,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Libya,Inter-group,41,Libyan transitional process,Middle East and North Africa,728,1,Draft Constitutional Charter for the Transitional Stage: The Constitutional Declaration,2011-08-03,Agreement with subsequent status,11,20634,Intra,SubComp,FrCons,The Interim Transitional National Council,,,LBY,,620,,11346,,,,Yes,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Government/territory,87,Somalia Peace Process,Africa (excl MENA),745,1,Consultative Meeting on Ending the Transition in Somalia: Statement on Adoption of the Roadmap (Kampala Roadmap),2011-09-06,Multiparty signed/agreed,12,25505,Intra,SubComp,FrAg,"H.E. Abdiweli Mohamed Ali, Prime Minister of the TFG; Abdi Farah Saeed, Minister of Education, Puntland State of Somalia; Mohamed Ali-Nur Hagi, Minister of Int. Cooperation, Galmudug; Khalif Abdulkadir Moalin Noor, Head of the Delegation, ASWJ;","Augustine P. Mahiga, Special Representative of United Nations Secretary-General; Hon. Wafula Wamunyinyi, Deputy Special Representative of the Chairperson of the African Union Commission; Mohamed Said Omar, Senior Governance and Policy Advisor, IGAD; Mohamed Idris, Head of League of Arab States Mission in Somalia

3. ...Approximately three dozen stakeholders from the international community also participated in the proceedings, including: regional organisations, namely: European Unions, Inter-Governmental Authority on Development, League of Arab States and Organisation of the Islamic Conference.",Kampala Accords,SOM,,520,,337,,,938,No,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,Government,73,Madagascar peace process,Africa (excl MENA),768,1,Roadmap for Ending the Crisis in Madagascar - Commitments by Malagasy Political Stakeholders,2011-09-13,Multiparty signed/agreed,6,15885,Intra,SubPar,MultIss,Malagasy Political Stakeholders,,,MDG,,580,,NA,NA,NA,NA,Yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,Government,14,CAR: coups and rebellions process,Africa (excl MENA),759,1,Accord de Cessez-le-Feu Entre d’une part L’Union des Forces Democratiques pour le Rassemblement (UFDR) et d’autre part la Convention des Patriotes pour la Justice et la Paix (CPJP),2011-10-08,Multiparty signed/agreed,4,3901,Intra,Cea,Ceas,"Ont signé; 
Pour l'Union des Forces Démocratiques Pour le Rassemblement -UFDR-: ZAKARIA DAMANE
Pour la Convention des Patriotes Pour la Justice et la Paix -CPJP -: HISSENE ABDOULAYE RAMADAN 

Ont paraphé (initialled): 
Pour le Gouvernement: 
-Le Ministre Délégué à la Présidence de la République Chargé du Désarmement, de la Démobilisation, de la Réinsertion et de la Jeunesse Pionnière Nationale; 
-Le Ministre Délégué à la Présidence de la République Chargé de la Défense Nationale, 

Pour la Comnunauté Internationale: 
-Le BINUCA, 
-L'UNION AFRICAINE; 
-La MICOP, 

Et le Médiateur de la République",,"Page 1, PREAMBLE
-	Reaffirming UFDR’s support for the Libreville Global Peace Agreement of June 21, 2008, and the need for the CPJP to support this Agreement;

Page 1, Article 1
To conscientiously respect the Constitution of the Central African Republic of  December 27, 2004;",CAF,,482,,416,1493,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
Kenya,Inter-group,140,Kenya Local Agreements,Africa (excl MENA),1947,2,Mabanga Peace Accord,2011-10-21,Multiparty signed/agreed,6,10820,IntraLocal,SubPar,MultIss,"Mr Henry Wanyonyi
Chairman,
Bukusu Supreme Council of Elders
Date:

Mr.JoseckiOkisai
Chairman,
Suprmee Council of Teso Elders
Date:

MrReuben C.Butaki
Chairman,
Sabaot Supreme Council of elders
Date:","Winessed by: 

Ms. Leonie Abela
Chief Facilitator 
Inter-Community Peace Conference
Country Coordinator ACORD KENYA

Mr.Festus Mukoya
Coordinator,
FPFK – Peace and Rights Programme 

Emmanuel Ole Sayiorry, PhD
Co-Facilitator 
Inter-Community Peace Conference 
Snr Lecturer, Daystar University

Ndolo Asasa Wycliffe Esq.
Co-Facilitator,
Inter-Community Peace Conferenec
Chairperson, Pioneers for Change

In the Presence of
Hon. KalonzoMusyoka, EGH
Vice President of the Republic of Kenya
MP Mwingi North and Minister for Home Affairs

Dr. Ahmed Yassin
Commisioner
National Cohesion Integration Commission",,KEN,,501,,NA,NA,NA,NA,No,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,Government,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,849,1,Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan,2011-11-02,Multiparty signed/agreed,10,21098,InterIntra,Imp,ExtSub,"Not signed, agreements mentions the following parties as having produced it: the Islamic Republic of Afghanistan, the People’s Republic of China, the Republic of India, the Islamic Republic of Iran, the Republic of Kazakhstan, the Kyrgyz Republic, the Islamic Republic of Pakistan, the Russian Federation, the Kingdom of Saudi Arabia the Republic of Tajikistan, the Republic of Turkey, Turkmenistan, and the United Arab Emirates.","Not signed, agreement mentions the following parties as having supported it: the Commonwealth of Australia, Canada, the Arab Republic of Egypt, the Republic of France, the Federal Republic of Germany, Republic of Italy, Japan, Norway, Republic of Poland, Spain, Sweden, the United Kingdom and the United States as well as the United Nations, Economic Cooperation Organization, Organization for Security and Cooperation in Europe, North Atlantic Treaty Organization, Shanghai Cooperation Organization, South Asian Association for Regional Cooperation, Organization for Islamic Cooperation, the European Union, the Conference on Interaction and Confidence Building Measures in Asia.","Page 1, 2
We affirm the commitments enshrined in the 2002 Kabul Declaration of Good Neighbourly Relations and agree that promoting regional security and cooperation requires measures to build confidence and trust among countries",AFG,,700,,333,,,225,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Government,123,Yemen peace process,Middle East and North Africa,758,1,Agreement on the Implementation Mechanism for the Transition Process in Yemen in Accordance with the Initiative of the Gulf Cooperation Council (GCC Implementation Mechanism),2011-11-23,Multiparty signed/agreed,9,21033,Intra,SubPar,MultIss,"Not signed, agreement mentions the following parties as having produced it: the National Coalition (General People’s Congress and its allies), the National Council (Joint Meeting Parties their partners).","Not signed, agreement invites the following parties to sign: the the Secretary-General of the GCC and the Secretary-General of the United Nations or their representatives, the representatives of the States members of the GCC, the permanent members of the United Nations Security Council, the European Union and the League of Arab States.",,YEM,,678,,230,,,,Yes,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Afghanistan,Government,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,848,1,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),2011-12-05,Multiparty signed/agreed,7,23647,InterIntra,Pre,Prin,"Not signed, agreement mentions the following parties as having produced it: Islamic Republic of Afghanistan, the Republic of Albania, the People’s Democratic Republic of Algeria, the Argentine Republic, the Republic of Armenia, Australia, the Republic of Austria, the Republic of Azerbaijan, the Kingdom of Bahrain, the People’s Republic of Bangladesh, the Kingdom of Belgium, Bosnia and Herzegovina, Federative Republic of Brazil, Brunei Darussalam, the Republic of Bulgaria, Canada, the People’s Republic of China, the Republic of Colombia,  the  Republic  of  Croatia,  the  Republic of  Cyprus, the  Czech Republic, the Kingdom of Denmark, the Arab Republic of Egypt, the Republic of El Salvador, the Republic of Estonia, the Republic of Finland, the French Republic, Georgia, the Federal Republic of Germany, the Hellenic Republic, the Republic of Hungary, the Republic of Iceland, the Republic of India, the Republic of Indonesia, the Islamic Republic of Iran, the Republic of Iraq, Ireland, the Republic of Italy, Japan, the Hashemite Kingdom of Jordan, the Republic of Kazakhstan, the Republic of Korea, the State of Kuwait, the Kyrgyz Republic, the Republic of Latvia, the Lebanese Republic, the Principality of Liechtenstein, the Republic of Lithuania, the Grand Duchy of Luxembourg, the former Yugoslav Republic of Macedonia, Malaysia, the Republic of Malta, the United Mexican States, Mongolia, Montenegro, the Kingdom of Morocco, the Kingdom of the Netherlands, New Zealand, the Kingdom of Norway, the Sultanate of Oman, the Republic of the Philippines, the Republic of Poland, the Portuguese Republic, the State of Qatar, Romania, the Russian Federation, the Kingdom of Saudi Arabia, the Slovak Republic, the Republic of Slovenia, the Republic of South Africa, the Kingdom of Spain, the Kingdom of Sweden, the Swiss Confederation, the Republic of Tajikistan, the Kingdom of Thailand, the Republic of Tunisia, the Republic of Turkey, Turkmenistan, Ukraine, the Oriental Republic of Uruguay, the United Kingdom of Great Britain and Northern Ireland, the United Arab Emirates, the United States of America, the Republic of Uzbekistan, and the Socialist Republic of Viet Nam, as well as the Aga Khan Development Network, the Asian Development Bank, the Conference on Interaction and Confidence‐Building Measures in Asia, the Collective Security Treaty Organisation, the Economic Cooperation Organization, the European Union, the International Monetary Fund, the Islamic Development Bank, the North Atlantic Treaty Organization, the Organisation of the Islamic Cooperation, the Organization for Security and Co‐operation in Europe, the South Asian Association for Regional Cooperation, the Shanghai Cooperation Organisation, the United Nations, and the World Bank Group.",,"Page 1, 5
...
Reaffirming our commitments as set out in the 2010 London Communiqué and the Kabul Process, this  renewed partnership between Afghanistan and the International Community entails firm mutual commitments in the areas of governance, security, the peace process, economic and social development, and regional cooperation.

Page 2, Governance, 8
...
We will move this agenda forward, in accordance with our commitments under the Kabul Process in line with the principle of mutual accountability.",AFG,,700,,333,,,225,No,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2334,5,Final Report of the Inter Church Committee on Peace and Reconciliation Mission to Magwi County,2011-12-15,Multiparty signed/agreed,13,24301,IntraLocal,Pre,Proc,"The document is not signed, but it does address the violence between the Acholi and Madi.","Page 1:
Sudan Council of Churches,
Government of Eastern Equatoria State
Inter Church Committee 

Page 2:
UNMIS, UNHCR ad the NCA attended as observers",,SSD,,626,,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia/(Puntland),Government/territory,87,Somalia Peace Process,Africa (excl MENA),1681,1,The Garowe Principles on the Finalization and Adoption of the Constitution and the End of Transition (Garowe I),2011-12-24,Multiparty signed/agreed,4,8172,Intra,SubPar,Iss,"Signatories:
1. Transitional Federal Government
President of the Transitional Federal Government
Hon. Sheikh Sharif
2. Transitional Federal Parliament
Speaker of the Transitional Federal Parliament
Hon. Sharif Hassan Sheikh Aden
3. Transitional Federal Government
Prime Minister of the Transitional Federal Government
Ali Abdiweli Mohamed Ali
4. Puntland
President of Puntland
Dr. Abdirahman Sheikh Mohamed Mohamud
5. Galmudug
President of Galmudug
Mohamed Ahmed Aalim
6. Ahlu-Sunna Wal Jamaaca
Representative of Ahlu Sunna Wal Jamaaca
Sheikh Mohamed Mohamud Yusuf
7. Deputy Special Representative of the
Secretary Gegeral of the UN for Somalia
Christian Manah","facilitated by the United Nations, under the auspices of the Special Representative of the Secretary General for Somalia.","Transitional Federal Charter, the Djibouti Agreement, the Kampala Accord and the Roadmap;",SOM,,520,,NA,NA,NA,NA,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia/(Puntland),Government/territory,87,Somalia Peace Process,Africa (excl MENA),1680,1,"The Garowe II Principles on Federalism, System of Government and Ending of Transition through operationalizing Garowe I (Garowe II)",2012-02-07,Multiparty signed/agreed,9,15740,Intra,SubPar,Iss,"Signatories:
On behalf of the Transitional Federal Government:
H.E. Shiekh Sharif Sheikh Ahmed, President of the Transitional Federal Government;
Hon. Sharif Hassan Sheikh Aden, Speaker of the Transitional Federal Parliament;
Hon. Dr. Abdiweli Mohamed Ali,  Prime Minister of the Transitional Federal Government;

On behalf of Puntland:
Hon. Dr. Abdirahman Sheikh Mohamed Mahmud, President of Puntland;

On behalf of Galmudug:
Hon. Mohamed Ahmed Aalim, President of Galmudug;

On behalf of Ahlu-Sunna Wal Jama'a
Hon. Khalif Abdulkadir Moalim Nur, Representative of Ahlu-Sunna Wal Jama'a;

On behalf of the Secretary General of the UN for Somalia:
Hon. Dr. Augustine Mahiga, Special Representative;

[Page 9 has the same signatures in Somali]","under the auspices of the Special Representative of the Secretary General for Somalia.
7. Special Representative of the Secretary General of the UN for Somalia
Hon. Dr. Augustine Mahiga
[Signed]

[Not signatories] The stakeholder principles; Ambassadors from IGAD & AU; Minister of Endowment & Religious Affairs from Djibouti ...","Page 2, Untitled Preamble,... 4. Whereas the Participants have considered the Transitional Federal Charter, the Djibouti Agreement, the Kampala Accord, the Roadmap, Garowe Principles I and reviewed the Consultative Draft Constitution;
Whereas, times is of the essence and therefore all relevant parties are hereby directed to immediately, in accordance with the Transitional Federal Charter, the Kampala Accord, the Roadmap, Garowe I, Garowe II;",SOM,,520,,NA,NA,NA,NA,No,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Philippines/(Mindanao),Government/territory,90,Philippines - Mindanao process,Asia and Pacific,866,1,Government of the Philippines-MILF Decision Points on Principles as of April 2012,2012-04-24,Multiparty signed/agreed,2,3908,Intra,SubPar,MultIss,"Marvic M.V.F. Leonen, Panel Chair on behalf of the Government of the Philippines
Mohagher Iqbal, Panel Chair on behalf of the Moro Islamic Liberation Front","Tengku Dato’ Ab Ghafar Tengku Mohamed, Facilitator and Representative of Malaysia",,PHL,,840,,308,1530,,926,No,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),1819,1,"All-Jonglei Conference for Peace, Reconciliation and Tolerance, held in Bor, 1-5 May 2012: Conference Resolutions and Recommendations",2012-05-05,Multiparty signed/agreed,14,12654,IntraLocal,SubPar,MultIss,"the eighty four (84) chiefs, elders, women and youth representing all eleven counties and all six communities of Jonglei State","Governor Kuol Manyang Juuk;
national and state ministers; 
members of the national and state legislative assemblies; 
chairpersons of national commissions; 
County Commissioners; 
religious leaders; 
intellectuals; 
UNMISS; 
international observers and experts; 
rganised by the Presidential Committee for Peace, Reconciliation and Tolerance in Jonglei State.","Agreement mentions other agreements, but does not include name or date.",SSD,,626,,NA,NA,NA,NA,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Government/territory,87,Somalia Peace Process,Africa (excl MENA),779,1,Protocol Establishing the Somali New Federal Parliament,2012-06-22,Multiparty signed/agreed,3,4015,Intra,Imp,ImpMod,"President Sheikh Sharif Sheikh Ahmed of the Transitional Federal Government of Somalia; Honourable Sharif Hassan Sheikh Aden, Speaker of the Transitional Federal Parliament; Prime Minister Abdiweli Mohamed Ali; President Abdirahman Mohamed Mohamoud ‘Farole’ of Puntland; President Mohamed Ahmed Alin of Galmudug; and, representatives of Ahlu Sunna Wal Jama’a.","The meeting was facilitated by the United Nations under the auspices of the Special Representative of the Secretary-General for Somalia, Ambassador Augustine P. Mahiga.","Previous agreements adopted at Kampala, Mogadishu, Garowe and Galka’yo and Addis Ababa;",SOM,,520,,337,,,938,No,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Government/territory,87,Somalia Peace Process,Africa (excl MENA),781,1,Protocol Establishing the Signatories Technical Facilitation Committee,2012-06-22,Multiparty signed/agreed,3,4445,Intra,Imp,ExtSub,"President Sheikh Sharif Sheikh Ahmed of the Transitional Federal Government of Somalia; Honourable Sharif Hassan Sheikh Aden, Speaker of the Transitional Federal Parliament; Prime Minister Abdiweli Mohamed Ali; President Abdirahman Mohamed Mohamoud ‘Farole’ of Puntland; President Mohamed Ahmed Alin of Galmudug; and, representatives of Ahlu Sunna Wal Jama’a.","The meeting was facilitated by the United Nations under the auspices of the Special Representative of the Secretary-General for Somalia, Ambassador Augustine P. Mahiga.","Agreements adopted at Kampala, Mogadishu, Garowe, Galka’yo and Addis Ababa.",SOM,,520,,337,,,938,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Government/territory,87,Somalia Peace Process,Africa (excl MENA),782,1,Protocol Establishing the Somali National Constituent Assembly,2012-06-22,Multiparty signed/agreed,7,12656,Intra,Imp,ImpMod,"President Sheikh Sharif Sheikh Ahmed of the Transitional Federal Government of Somalia; Honourable Sharif Hassan Sheikh Aden, Speaker of the Transitional Federal Parliament; Prime Minister Abdiweli Mohamed Ali; President Abdirahman Mohamed Mohamoud ‘Farole’ of Puntland; President Mohamed Ahmed Alin of Galmudug; and, representatives of Ahlu Sunna Wal Jama’a.","The meeting was facilitated by the United Nations under the auspices of the Special Representative of the Secretary-General for Somalia, Ambassador Augustine P. Mahiga.","Previous agreements adopted at Kampala, Mogadishu, Garowe, Galka’yo and Addis Ababa; Protocol Establishing the Signatories Technical Facilitation Committee; The Somali Road map",SOM,,520,,337,,,938,No,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Government/territory,87,Somalia Peace Process,Africa (excl MENA),783,1,Protocol Establishing the Technical Selection Committee,2012-06-22,Multiparty signed/agreed,6,10890,Intra,Imp,ExtSub,"President Sheikh Sharif Sheikh Ahmed of the Transitional Federal Government of Somalia; Honourable Sharif Hassan Sheikh Aden, Speaker of the Transitional Federal Parliament; Prime Minister Abdiweli Mohamed Ali; President Abdirahman Mohamed Mohamoud ‘Farole’ of Puntland; President Mohamed Ahmed Alin of Galmudug; and, representatives of Ahlu Sunna Wal Jama’a.","The meeting was facilitated by the United Nations under the auspices of the Special Representative of the Secretary-General for Somalia, Ambassador Augustine P. Mahiga.","Kampala Accord, the Somali Roadmap, the Garowe I & II Principles, the Galka’yo Agreement, and the Addis Ababa Communiqué;",SOM,,520,,337,,,938,No,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syria,Government,115,Syrian peace process,Middle East and North Africa,784,1,Final Communiqué of the Action Group for Syria (Geneva Communiqué),2012-06-30,Unilateral document,6,13006,InterIntra,Pre,PreMix,"Action Group for Syria (On 30 June 2012, the Secretaries-General of the United Nations and the League of Arab States, the Ministers for Foreign Affairs of China, France, the Russian Federation, the United Kingdom of Great Britain and Northern Ireland, the United States of America, Turkey, Iraq (Chair of the Summit of the League of Arab States), Kuwait (Chair of the Council of Foreign  ministers of the League of Arab States) and Qatar (Chair of the Arab Follow-up Committee on Syria of the League of Arab States) and the High Representative of the European Union for Foreign Affairs and Security Policy met at the United Nations Office at Geneva as the Action Group for Syria, chaired by the Joint Special Envoy of the United Nations and the League of Arab States to Syria.)",,,SYR,,652,,299,NA,NA,NA,Yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,Government,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,864,1,Tokyo Declaration Partnership for Self-Reliance in Afghanistan from Transition to Transformation (Tokyo Conference),2012-07-08,Multiparty signed/agreed,14,39070,InterIntra,Imp,ExtSub,"Not signed, agreement mentions the following parties as having produced it: The Afghan Government and the International Community (representatives from 55 countries and 25 international and other organizations from around the world)","Ambassador Kazuo Kodama, Chargé d’affaires ad interim Permanent Mission of Japan to the United Nations

International Donors (55 countries not explicitly mentioned).

United Nations (UN) and its agencies (e.g., UNAMA, UNDP).
World Bank, Asian Development Bank,
Islamic Development Bank.
Conference on Interaction and Confidence Building Measures in Asia (CICA), 
South Asian Association for Regional Cooperation (SAARC), 
Economic Cooperation Organization (ECO), 
Shanghai Cooperation Organization (SCO),","Page 2, Preamble, 1
...
These undertakings are built on the  outcome of the  Bonn Conference in December 2011, where the Afghan Government and the International Community mutually renewed their long-term commitments in the areas of governance, security, peace process, economic and social development, and regional cooperation, as well as on the outcomes of the previous international conferences such as the London Conference in January 2010 and the Kabul Conference in July 2010. 

Page 3, Preamble, 4
...
Today in Tokyo, the Afghan Government and the International Community succeeded in transforming their mutual commitments made in Bonn to cooperate throughout the Transformation Decade into a solid and credible framework focused on the priorities of the Afghan Government as contained in its strategy paper Towards Self-Reliance. 

Page 4, Security and Peace Process, 9
...
The Participants reaffirmed the importance of the peace and reconciliation process with a view to ending the ongoing violence in the country and restoring lasting peace and security as per the UN Security Council Resolutions and as stated in the London and Kabul Communiqués, and reconfirmed in the Bonn Conclusions. 

Page 5, Governance and Strategy for Economic Self-Reliance, 14
...
The International Community welcomed the Afghan strategy, and reaffirmed its commitment of aligning 80 percent of aid with the NPPs and channeling at least 50 percent of its development assistance through the national budget of the Afghan Government in accordance with the London and Kabul Communiqués. 

Page 7, Regional Cooperation, 19
...
The Participants welcomed the conclusion of the Afghanistan-Pakistan Transit Trade Agreement (APTTA), the transit agreement between Afghanistan and Tajikistan, and the Agreement on Cross-Border Transport of Persons, Vehicles, and Goods (CBTA) among Afghanistan, the Kyrgyz Republic and Tajikistan within the framework of CAREC.

Page 9, Tokyo Mutual Accountability Framework, 2
...
this accountability framework concretizes the mutual commitments decided in the Kabul Process and reaffirmed at the Bonn Conference by stipulating shared development and governance goals and a mechanism as described in this document to hold parties accountable for achieving them.",AFG,,700,,333,NA,NA,225,No,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
Somalia,Government/territory,87,Somalia Peace Process,Africa (excl MENA),1360,1,Provisional Constitution of The Federal Republic of Somalia,2012-08-01,Multiparty signed/agreed,66,139403,Intra,SubComp,FrCons,Members of the Transitional Government of Somalia,,,SOM,,520,,337,,,938,No,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
Kenya,Government,65,Kenya peace process,Africa (excl MENA),785,1,Nakuru County Peace Accord,2012-08-19,Multiparty signed/agreed,14,19894,IntraLocal,SubPar,MultIss,"Representatives of the Agikuyu community; Representatives of Kalenjin community; Representatives of other communities in Nakuru County

Also: Co-chairs of the Elders Committees: Mr Samuel Maigua, Hon Wilson Leitich; Patrons: Daniel Kamau Kanyi EBS, Gideon Toroitish EBS; Coordinators (Secretariat): Maina Muhai, Andrew Yatich; Founders: Ndungu Gaithuma, Joshua K Toroitich; Civil Society Groups: Youth, Women, Civil Society, Business Community; County Peace Monitor","Criteria listed for Witness, Joining Signatories and Welcoming Signatories.
List of potential additional signatories: Community chairs: Abaluhya, Abagusii, Akamba, Ameru, Luo, Maasai, Mijikenda, Ogeik, Somali, Turkana; District Chairs (by Community): Bahati, Gilgil, Kuresoi, Nakuru, Naivasha, Molo, Njoro, Rongai, Subakai",,KEN,,501,,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
