AgtId,GeWom
1745,"Page 1, Untitled Preamble: Realising the sentiments of the movement of the Madheshi people as a continuity of the historic People’s Movement of 2006/07, and in order to end all forms of discrimination against Madheshis, Adivasi/Janajatis, Dalits, women, backward classes and minorities, including the Muslim community, practised by the centralised and unitary state for a long time and to create an environment enabling all Nepalese people, inclusive of Madheshis, to join the single national mainstream and move forward by restructuring the state as an inclusive democracy and federal structure, the Government of Nepal and the Madheshi Janadhikar Forum [Madheshi Peoples' Rights Forum], Nepal, today, conclude the following agreement:

Page 1, 4: To ensure proportional representation and partnership of Madheshis, Adivasi/Janajatis, Dalits, women, backward classes, disabled people and minority communities, including Muslims, who have been excluded for generations in all organs and levels of government and in power structures, mechanisms and resources.

Page 1, 9: To give public holidays on major festivals of the Muslims. To enact laws to protect Madrassa Board as well as the community, language, sexes, religion, culture, and customs and traditions of the Muslims.

Page 1, 10: To fully guarantee human rights by ending all discriminations based on ethnicity, language, sex, religion, culture, national and social origin, political and other ideologies.

Page 2, 20: To immediately establish a High-level Task Force for Inclusion to formulate policies and laws necessary for the inclusion of Madheshis, Adivasi/janajatis, Dalits, women, etc. in all organs and levels of the State."
699,"Page 1,
The discussions focused on the following issues: (a) Need for a common negotiation platform of the Movements for the resumed talks; (b) Criteria and level of participation in the final negotiations; (c) Agenda and venue for the renewed talks; (d) Inclusion of the concerns of IDPs, refugees, tribal leaders, women and other civil society groups; and (e) Security and humanitarian matters.

Page 2,
VIII. Urged the Special Envoys to continue and finalize their consultations with IDPs, refugees, traditional leaders and civil society organisations, including women's groups in an effort to develop a mechanism to channel their views and positions into the final negotiations."
1744,"Page 1, 4: A State Restructuring Commission shall immediately be formed to present to the forthcoming Constituent Assembly recommendations regarding a federal structure for the state based on ethnicity, language, geographical region, economic status and cultural characteristics while keeping national unity, integrity and sovereignty of Nepal above all. The Commission shall be composed of eminent experts from various classes, regions and communities, including indigenous nationalities, Madheshis, Dalits and women.

Page 1, 8: The GoN has agreed in principle that all classes, sexes, communities, and caste and ethnic groups would be represented in political parties at all levels. A taskforce with the representation of all shall be formed immediately to conduct a study to ensure inclusive, participatory and proportional representation of all ethnic groups, classes, communities, sexes and regions in all organs and at all levels of state.

Page 1, 9: All sectors shall take initiative to translate into action the legal and policy-level commitments that have been articulated to ensure inclusive and proportional representation of all sexes, classes, regions and communities, including indigenous nationalities, in all organs and at all levels of state functioning.

Page 2, 10: The practice of seeking advice and consultation from the parties and agencies concerned while making important decisions on issues that concern various classes, regions, sexes and communities, including indigenous nationalities, shall continued to be developed.

Page 2, 13: Democratic and transparent processes shall be followed in the formation of a District Coordination Committee on Indigenous Nationalities. In addition, high importance shall be given to the involvement of Nepal Federation of Indigenous Nationalities and the National Federation of Indigenous Women in this process.

Page 2, 14: Internalising the spirit and aspiration of gender mainstreaming in the implementation of development projects and programmes, including the Interim Plan, and paying attention to gender diversity in programme implementation and benefit-sharing, emphasis shall be laid on the participation of women from indigenous nationalities, Dalit and Madheshi groups.

Page 2, 19: The Government shall make a serious effort to reach an agreement for addressing the demands of various classes and communities, including Madheshis, women and Dalits through dialogues and discussions with the groups concerned.

Page 2, 20: Nepal Federation of Indigenous Nationalities, Indigenous Nationalities Joint Struggle Committee and National Indigenous Women Federation request all indigenous nationalities in the country to unite for the success of the upcoming Constituent Assembly election."
1265,"Page 12, 6. DES DISPOSITIONS FINALES
Les Partis politiques signataires appellent le peuple Tchadien et en particulier : les associations de défense des droits de l’homme, les syndicats, les organisations féminines et des jeunes, à adhérer à ce processus de paix véritable et de développement durable que sous-tend le présent Accord Politique.

---- 
Translation: 

Page 12, Article 6. FINAL PROVISIONS:
The signatory political parties call upon the people of Chad and in particular: associations for the defence of human rights, unions, women and youth organisations, to support this genuine peace and sustainable development process which underlies the present Political Agreement."
1747,"Page 1, 1: The report presented by the secretary-level task force formed as per the agreement of the two sides on October 2, 2007 shall be agreed to in principle. The use of words such as bhaand [those who bring social vices], badeni [female Badi], patar [characterless] [tr. all three words are discriminatory to Badis], etc shall immediately be stopped and provision shall immediately be made to provide citizenship to the Badi communities all over the country.

Page 1, 2: In order to sequentially implement all the points stated in the report, including the provision of scholarship to children of the Badi community, a Study Task Force shall be constituted under the coordination of gazetted first-class officers as determined by the Government of Nepal. The said Task Force shall include officer-level representatives from the Ministry of Home Affairs, Ministry of Local Development, Ministry of Finance, Ministry of Labour and Transport Management, Ministry of Land Reforms and Management, Ministry of Education and Sports, Ministry of Forest and Soil Conservation, Ministry of Women, Children and Social Welfare, and Ministry of Health and Population and two representatives from the Badi community, including one female representative."
671,"Page 4: ARTICLE III: ON HUMANITARIAN PRINCIPLES AND RESPECT FOR HUMAN RIGHTS:
Strict observation of the regulations of international humanitarian law and human rights, in particular:
• Cessation of acts of violence, abuse, discrimination and exclusion, of any kind, against the civilian population, particularly women and children, elderly and disabled persons;"
672,"Page 4: ARTICLE III: ON HUMANITARIAN PRINCIPLES AND RESPECT FOR HUMAN RIGHTS:
Strict observation of the regulations of international humanitarian law and human rights, in particular:
• Cessation of acts of violence, abuse, discrimination and exclusion, of any kind, against the civilian population, particularly women and children, elderly and disabled persons;"
1190,"Page 5, Article 19:
The Provincial Management Committee shall be chaired by the Provincial Governor seconded by the Deputy Provincial Governor, with the assistance of a Permanent Secretary.
It shall be made up of the following categories of members:
-	two (2) representatives (including one woman) from the local community;
-	two (2) representatives from religious groups;
-	two (2) civilian representatives (including one woman);
-	two (2) private sector representatives (including one woman).

Page 6, Article 21:
The Humanitarian and Social Technical Commission shall consist of the following cells:
-	the Care of Displaced Persons Cell: made up of two (2) delegates per community (including one woman);
-	the Care of Refugees Cell: made up of two delegates per community (including one woman) and representatives of the Traditional Chiefs."
696,"Page 1, Part 1: With Respect to Immediate Measures to Address the Humanitarian Crisis:
...
b) Provide adequate security and protection, particularly for vulnerable groups, including women and children in camps.
c) Provision of basic services for people in displaced camps:
[...]
- Provide medical assistance with a special focus for women, children, prople living with HIV and AIDS and the disabled, currently in displaced camps.
[...]

Page 2, Part 2: With Respect to Immediate Measures to Promote Reconciliation, Healing and Restoration
d) All-inclusive Reconciliation and Peacebuilding Committees at the grassroots level should be established. The committees should involve the provincial administration, council of elders, women, the youth, conflict resolution/civil society organisations."
667,"Page 2, Inquiry into the Past and related matters
Article 4. 

The Government shall by law establish a body to be conferred with all the
necessary powers and immunities, whose functions shall include:

...

4.c. To inquire into human rights violations committed during the conflict, giving particular attention to the experiences of women and children;

...

4.e. to make provision for witness protection, especially for children and women;

...

4.f. to make special provision for cases involving gender based violence;

Page 3, Article 8.
The special division of the High Court shall have a registry dedicated to
the work of the division and in particular, shall make arrangements to facilitate the protection and participation of witnesses, victims, women and children.

Page 4, Investigations and Prosecutions
Article 13.

Investigations shall

13.c. Give particular attention to crimes and violations against women and children committed during the conflict.

Page 5, Traditional Justice, Article 20. 

The Government shall in consultation with relevant interlocutors, examine the practices of transitional justice mechanisms in affected areas, with a view to identifying the most appropriate roles for such mechanisms. In particular it shall consider the role and impact of the processes on women and children.

Page 6, Provisions of General Application, Article 24. 

All bodies implementing the Agreement shall establish internal procedures and arrangements for protecting and ensuring the participation of victims, traumatised individuals, women, children, persons with disabilities and victims of sexual violence in proceedings.

Page 6, Article 25. 

In the appointment of members and staff of institutions envisaged by the
Agreement, overriding consideration shall be given to the competences and skills required for the office, and gender balance shall be ensured-"
695,"Institutional Arrangements for Security Organs
(Principal Agreement: Clause 8)
12. The Government shall continue to ensure that the composition of the armed forces and other security agencies reflects the national character; including regional and gender diversity.

General Provisions
In the appointment of members and staff of any implementation bodies envisaged by this Agreement, overriding consideration shall be given to the competences and skills required for the office, sensitivity to the candidate's knowledge of the affected areas, and gender balance."
694,"Chapter 1 Definitions:
""Gender"" refers to the two sexes, men and women, within the context of society.

Chapter 3 ASSEMBLY AND ENCAMPMENT

3.3. In the preparation of detailed agreements and arrangements for disarmament , demobilisation and reintegration, the implementation of measures necessary to adhere to gender and child specific UN IDDRS standards for encampment shall be given the highest priority.

Chapter 6 RESPONSIBILITIES OF THE GOVERNMENT OF SOUTHERN SUDAN

6.1 (b) in the implementation of this Agreement , international standards and mandates, in particular, relevant mandates in Security Council Resolution 1325 on Women, Peace and Security (2000), and Security Council Resolution 1612 on Children and Armed Conflict (2005) are applied"
1749,"Page 1, 4: The Government shall execute appointments, promotions and nominations in a manner that ensures inclusive and proportional participation of Madheshi people, Adivasi, Jananati, women, Dalits, backward regions and minority communities in all state bodies, including the security bodies."
685,"Page 2, Chapter 1. Definitions
""Gender"" refers to the two sexes, men and women, within the context of society. 

Page 3, Chapter 2. THE  DISARMAMENT,  DEMOBILISATION  AND  REINTEGRATION (DDR) PROCESS,

2.2. The Government shall adapt its Reintegration Policy to be consistent with this Agreement.  The Policy shall:
(c) cover gender mainstreaming as well as women and girl specific aspects of reintegration programming; 

Page 4, Commitments of the GoU
2.9. To provide reintegration support that emphasises educational and livelihood opportunities, and gives particular attention to the situation and needs of girls and young mothers. 

Page 4, Commitment of the LRA/M
2.11.To ensure the earliest release and repatriation to Uganda of pregnant and lactating women along with all children under 18 years of age.

Page 4, Commitment of both Parties

2.12.	 Any person identified in the adult disarmament and demobilisation process to be under 18 years of age (other than children accompanying their mothers) will be immediately  referred to the agencies implementing the removal and reintegration program for children. 

Page 5, Women

2.14. The Parties shall ensure that the DDR process fully incorporates the special rights and needs of women. In particular, Security Council Resolution 1325 on Women, Peace and Security (2000) and clauses 10 and 11 of the Agreement on Accountability and Reconciliation shall be observed.

2.15. As far as possible funding for specific measures for women and girls in the reintegration phase of the DDR process shall be earmarked for that purpose. 

Page 5, 3. CEASEFIRE MONITORING TEAM

3.2. The CMT shall monitor the implementation of specific clauses on children, women and persons with special needs contained in this Agreement.
3.3. The CMT shall include female members. 

Page 6, 5. DEMOBILISATION

5.4. The CMT shall draw on UN DDR, World Bank and other technical expertise to make further arrangements for:
(b) gender specific measures for implementing the principles set out in clause 2.1 of this Agreement;
(c)protection from sexual violence or abuse, appropriate services for pregnant women and lactating mothers, and adequate presence of female staff;

Page 6, 6. REPATRIATION AND RECEPTION

6.3. In the repatriation and reception process, consideration will be given to the special needs of children, women and non-combatants. Separate transitional accommodation will be provided for men, women and children."
692,"Page 2, Implementation Commitments and Monitoring

5. In the monitoring and verification, gender sensitive mechanisms shall
be adopted."
1750,"Page 1, Untitled Preamble: In the spirit of the movements of the Limbuwan, Khambuwan, Tamangsaling, Tharuhat Dalits, and women; ending all forms of discrimination that evolved over a period of 239 years due to the centralised feudal state against the aspirations of Adivasi Janajati , Madheshis, Dalits, women, backward groups, minorities and Muslim communities, we, the signatories, have reached the following written agreement, expressing commitment to build a peaceful, prosperous and modern new Nepal, incorporating all Nepalese people, including Adivasi Janajati , Madheshis, Dalits and women into the national mainstream, by establishing a federal democratic republic based on a new state structure as per the [principles] of a federal system with proportional democracy and autonomous federal  states.

Page 1, 4: Provision shall be made for inclusive and proportional participation of Adivasi Janajati, natives of the Terai, Dalits, backward classes, Muslims, women, etc. in all organs of the state."
691,"Page 2, Guiding Principles: 
...
The Commission will consist of seven members, with gender balance taken into account."
670,"Page 1, PREAMBLE
• Considering the ongoing desire of His Excellency (Army) General François BOZIZE, President of the Republic, Head of State, reiterated in his speech to the nation of 31 December 2006, to promote tolerance, dialogue and reconciliation among all the sons and daughters of Central Africa;"
734,"Page 1, 7. Non-local militants will be immediately handed over to the government. Attacks on barber shops and markets visited by women should be stopped

Page 1, 9. There will be no ban on health teams administering vaccination or drops to children against diseases like polio. There will be no ban on girls’ education"
688,"Page 2, II. We reaffirm our commitment to addressing the long-term issues. In this regard, we agree on the following principles.
C. Poverty, inequity and regional imbalances
We recognize that to ensure sustainable peace in the country, poverty eradication and equitable
development are essential. We further recognize that issue' of inequality, manifested along income, regional and gender lines, remain key challenges for Kenya.

Agenda 4 Implementation Framework
Poverty, inequality and regional imbalances
(a) Ensure equity and balance are attained in development across all regions including in job creation, poverty reduction, improved income distribution and gender equity.
(f) Develop and Affirmative Action Policy and enhance the Women's Enterprise Fund. (p. 6-7)"
705,"Page 3, Paragraph 4, To promote respect for human rights for all Afghans
...
We committed to support the implementation of the National Action Plan for Women."
669,"Page 1, PREAMBLE
...
Considering the unwavering desire of His Excellency, Army General François BOZIZE, President of the Republic, Head of State, reiterated in his speech to the nation of December 31, 2006, to promote tolerance, dialogue and reconciliation among all the daughters and sons of Africa"
826,"Page 1-2, Preamble: 
We, the Parties to this Agreement;
...
RECOGNISING, accepting and acknowledging that the values of justice, fairness, openness, tolerance, equality, non-discrimination and respect of all persons without regard to race, class, gender, ethnicity, language, religion, political opinion, place of origin or birth are the bedrock of our democracy and good governance

Page 7-8, Article 5: Land Question 
5. Land Question
...
5.8 Recognising the need for women’s access and control over land in their own right as equal citizens.
5.9 The Parties hereby agree to:
...
(b) ensure that all Zimbabweans who are eligible to be allocated land and who apply for it shall be considered for allocation of land irrespective of race, gender, religion, ethnicity or political affiliation;

Page 9, Article VI Constitution:
6. Constitution
...
and Mindful of the need to ensure that the new Constitution deepens our democratic values and principles and the protection of the equality of all citizens, particularly the enhancement of full citizenship and equality of women.

Page 11, Article VII, Promotion of Equality, National Healing, Cohesion and Unity
7. Equality, National Healing, Cohesion and Unity
7.1 The Parties hereby agree that the new Government:
a) will ensure equal treatment of all regardless of gender, race, ethnicity, place of origin and will work towards equal access to development for all;
...
d) will strive to create an environment of tolerance and respect among Zimbabweans and that all citizens are treated with dignity and decency irrespective of age, gender, race, ethnicity, place of origin or political affiliation.

Page 12, Article VIII, Respect for National Institutions and Events 
8. Respect for National Institutions and Events
8.1 In the interests of forging a common vision for our country, the Parties hereby
agree:-
(a) on the necessity of all Zimbabweans regardless of race, ethnicity, gender, political affiliation and religion to respect and observe Zimbabwe’s national institutions, symbols, national programmes and events; and
(b) that all Zimbabweans regardless of race, ethnicity, gender, political affiliation and religion have the right to benefit from and participate in all national programmes and events without let or hindrance.

Page 14-15, Article XIV Traditional Leaders:
14. Traditional Leaders
14.1 Recognising and acknowledging that traditional leaders are community leaders with equal responsibilities and obligations to all members of their communities regardless of age, gender, ethnicity, race, religion and political affiliation, the Parties hereby agree to:-
(a) commit themselves to ensuring the political neutrality of traditional leaders; and
(b) call upon traditional leaders not to engage in partisan political activities at national level as well as in their communities.

Page 15, Article XV - National Youth Training Programme:
15. National Youth Training Programme
Recognising the desirability of a national youth training programme which inculcates the values of patriotism, discipline, tolerance, non-violence, openness, democracy, equality, justice and respect.
Determined to ensure that the National Youth Training Programme raises awareness of the HIV and AIDS pandemic, engenders a spirit of community service, skills development and a commitment to the development of Zimbabwe.
15.1 The Parties hereby agree that:-
(a) all youths regardless of race, ethnicity, gender, religion and political affiliation are eligible to participate in national youth training programmes;
(b) the National Youth Training Programme must be run in a non-partisan manner and shall not include partisan political material advancing the cause of any political party; and
(c) while recognising that youths undergoing training at national youth training centres have a right to hold political opinions, they shall not, during the period of their training, collectively and as part of a scheme of the training centre be used or deployed for partisan political work.

Page 16, Article XVI - Humanitarian and food assistance: 
16. Humanitarian and food assistance
16.1 In times of need, every Zimbabwean regardless of race, ethnicity, gender, political affiliation and religion is entitled to request and receive humanitarian and food assistance from the State.
16.2 It is the primary responsibility of the State to ensure that every Zimbabwean who needs humanitarian and food assistance receives it.
16.3 Non-Governmental Organisations involved in giving humanitarian and food assistance shall do so without discrimination on the grounds of race, ethnicity, gender, political affiliation and religion and in doing so, shall not promote or advance the interests of any political party or cause.
16.4 In this regard the Parties hereby agree:
(a) that in the fulfillment of its obligations above, the Government and all State Institutions and quasi State Institutions shall render humanitarian and food assistance without discrimination on the grounds of race, ethnicity, gender, political affiliation or religion;
(b) that humanitarian interventions rendered by Non-Governmental Organisations, shall be provided without discrimination on the grounds of race, ethnicity, gender, political affiliation and religion.
(c) that all displaced persons shall be entitled to humanitarian and food assistance to enable them to return and settle in their original homes and that social welfare organisations shall be allowed to render such assistance as might be required.
(d) that all NGO`s rendering humanitarian and food assistance must operate within the confines of the laws of Zimbabwe.

Page 20-26, ARTICLE XX - Framework for a new Government
20. Framework for a new Government
...
Acknowledging the need for gender parity, particularly the need to appoint women to strategic Cabinet posts;"
1672,"Page 2, Untitled Preamble,
... 5. Mindful of our shared desire to return of the innocent abducted children and women as documented by Committee for Eradication of Abduction of Women and Children (CEAWC); 6. Recognizant, respect and committed to full and timely implementation of Comprehensive Peace Agreement (CPA); 

Page 5, RESOLUTIONS, DINKA MALUAL AND MESSIRIYA GRASSROOTS PEACE CONFERENCE,  
SECTION I: RECOMMENDATIONS ON EQUITABLE SHARING OF GRAZING LANDS AND WATER POINTS
... 6. The conference recommends the holding of annual conferences, exchange visits for the following reasons:
... c) Ensure participation of women in all community affairs.

Page 6, SECTION II
RECOMMENDATIONS ON ABDUCTION OF CHILDREN AND WOMEN
... 2. Both the Dinka and Messiriya commit themselves to full cooperation with CEAWC [Committee for Eradication of Abduction of Women and Children] so that it can fulfil its work and programs.
3. The conference affirms that this problem is as a result of the war in the Sudan and appreciates the role of the national institutions, especially CEAWC, to control this practice. 
4. The conference appreciates the role of the GONU, GOSS and the state governments of Northern Bahr El Ghazal and Southern Kordofan in their efforts to put and end to this practice.
5. The conference recommends granting funds to CEAWC, so that it can return the abductees to their families and close this chapter as soon as possible.
6. The responsible body should cooperate with the native administration in Messiriya area, in order to secure the ways for the voluntary return of displaced persons and refugees returning to Northern Bahr El Ghazal State; and also to remove all the impediments to investment, and to encourage investment from sons (daughters) of the two states.

Page 6, SECTION III: RECOMMENDATIONS ON SHARED DEVELOPMENT
1. Regarding education, the conference recommended the following:
... d) Recognizing the importance of education for women.

Page 6, SECTION III: RECOMMENDATIONS ON SHARED DEVELOPMENT
... 2. Regarding health, the conference recommended the following:
... e) Implementation of free medical treatment for mothers and children."
1943,"Page 1, Untitled Preamble
...
We, the communities, rose against each and committed atrocities such as: burning houses, carrying out killings, looting, raping girls and women, and tribal hatred has since deepened. 

Page 3, Conclusion
To oversee the implementation of our social contract, a Social Watch Committee of 6 representatives from each area has been established: 2 men, 2 women and 2 young people"
686,"Page 2, Art. 5, • An intention by the Parties to reach out to those who are outside the process as well as members of the civil society, including women and the business community, and the Diaspora. Seventy-five additional seats in the Parliament will be reserved to that end;"
735,"Page 1, 14. The Taliban will allow women to work without any fear."
1761,"Page 1, 2: Remaining committed to the provision of Clause (d1) of Article 33 of the Interim Constitution of Nepal 2063 that mentions ‘to enable Madheshi, Dalits, indigenous ethnic groups [Adivasi Janajati], women, labourers, farmers, the physically impaired, disadvantages classes and disadvantaged regions to participate in all organs of the State structure on the basis of proportional inclusion’, the Acts issued through ordinances, including the Police Act, the Armed Police Act, the Army Act, the Education Act, the Development Act, the Health Services Act and the Nepal Essential Services Act, shall be amended by following the necessary process."
1762,"Page 1, 2: Expressing commitment to Clause (d1) of Article 33 of the Interim Constitution of Nepal 2007, which states ‘to enable Madheshi, Dalits, Adivasi Janajati [indigenous nationalities], women, labourers, farmers, the physically impaired, disadvantages classes and disadvantaged regions to participate in all organs of the State structure on the basis of proportional inclusion’, the Government of Nepal shall take necessary initiative to ensure political, economic, social, cultural and educational rights of all Adivasi, Janajati , Madheshi, Tharu, Dalit and minority communities of the country, including Muslims."
722,"(p.2) PREAMBULE
… 
Soucieux de contribuer à une paix durable en République Démocratique du Congo et à une réconciliation sincère entre les filles et fils de ce grand pays ;

Page 4, Article 4: On the national reconciliation mechanism:
4.1 The parties shall maintain a dynamic of reconciliation and pacification, and good intercommunity cohabitation, together with the essential requirement of good governance. With a view to this:
a) The parties agree to create a national mechanism which shall be responsible for defining and implementing the policy of reconciliation between Congolese women and men, and fighting against xenophobia.

Page 4, Article 5: On the resolution of local conflicts:
5.1. The Government shall put in place Permanent Local Conciliation Committees, reporting to the local civil authority, made up of local elders, men and women, to compensate for the lack of resources for non-judicial prevention and resolution of conflicts.
5.2. The parties agree on the principle of creating a “local police force”, as a branch of the Congolese National Police Force; to listen to and serve local people.
5.3. The elements of the local police force shall be recruited and trained at the national level.  Their training course shall be organised to provide detailed knowledge of the social realities of their regions of deployment. Although not recruited on the basis of ethnicity or community, the deployment of local police units on the ground shall reflect local social diversity.
5.4 The two parties agree that CNDP’s proposals on the subjects above shall be transferred to the government party.
5.5 While awaiting the deployment of local police and in order to ensure the safety of refugees and displaced persons returning to their homes, the parties agree that the Government shall set up a special police unit, created from the integration process of CNDP police contingents in the Congolese National Police. This unit shall be trained and equipped such as to maintain order at the local level.

Page 10, Article 12: Specific Issues 12.7. The Government undertakes to support former CNDP members wounded during the war, as well as their orphans and widows. The CNDP will compile a list.

Page 7, Article 12: On specific questions:
...
12.7 The Government shall take charge of the war wounded, orphans and widows of ex-CNDP contingents, of whom a list shall be prepared by CNDP. The parties agree to formally recognise the ranks of ex-CNDP elements in both the Congolese National Police and FARDC. This shall be administratively comprehensively regulated within the framework of the General Law and the relevant regulations shall be enacted. Greater efforts shall be made to provide effective logistical support to units on the ground."
706,"Page 2, Promoting Good Governance
To accelerate efforts to improve governance and strengthen institutions, they agreed to:
...
Give firm support to the preparing and holding of elections that are secure, transparent, fair and credible, so as to enjoy the confidence of the Afghan people and to consolidate democracy in Afghanistan. The participants underscored the importance of the broadest possible participation of women and men.

Page 3, Accelerating Economic Growth and Development
To generate economic growth, they agreed to:
...
Expand efforts to ensure that women are more fully integrated into assistance programmes in recognition of the need for Afghanistan to mobilize its entire population in the development of the country."
713,"(p.1) ‘Jusqu’à un maximum de 1.000 femmes dont les noms peuvent ne pas figurer sur la liste certifiée mais qui, conformément à la Résolution 1325 de l’an 2000 du Conseil de Sécurité sur les femmes, la paix et la sécurité, peuvent être considérées comme des « femmes associées » aux FNL.’
(p.2) ‘le gouvernment du Burundi et le FNL devront urgememment nommer, chacun, deux représentant, qui travailleront étroitement avec les Nations Unies et d’autres parties prenantes sur tous les aspects relatifs au genre.’

Page 1, para 6: The FNL, having separated their adult members from their children members, should:
…(b) proceed with the separation of their members and divide them up according to the four following categories:
…(4) Up to a maximum of 1000 women whose names may not appear on the certified list, but who, in compliance with UN Security Council Resolution 1325 on Women Peace and Security passed in 2000, could be considered as ‘women associated with the FNL’.
People in categories (3) and (4) will be eligible to receive allowances of which a significant portion will be allocated for their socio-economic reintegration at the community level.

Page 2, para 9: The Government of Burundi and the FNL should each urgently appoint two representatives who will work directly with the United Nations and other stakeholders on all gender-related matters.

Marian's translation: 
Page 1-2: 
...
The decisions taken in Pretoria have been transformed into the following specific actions which the Burundian parties must implement immediately:
-	The FNL having separated their adult and child members must (a) within 3 days gather together all of their members whose names appear on the certified list and who are still in the pre-assembly zones, disarm them and hand over all their arms to the African Union Special Force, (b) separate the various elements and allocate them to the following four categories:
...
(4) A maximum of 1,000 women who do not appear on the certified list but who, in accordance with the year 2000 Security Council Resolution 1325 on women, peace and security, may be considered to be FNL “associated women”.
Categories (3) and (4) will be eligible for subsidies, an important proportion of which will be aimed at their socio-economic reintegration in the community."
744,"Page 2, 11. The IFG Ministry of Education and that of Puntland shall have a joint working relationship and shall harmoniously work on means of training teachers and headmasters/headmistress. They will also work on means of unifying the curriculum of the Somali Education System."
843,"Page 3, PREAMBLE
The aim is to ensure full implementation of all peace agreements and all constitut
2.2 The APPC urges the Presidency to form “Truth and Reconciliation Committee (TRC)” to ional arrangements prescribed in the Interim National Constitution (INC), 2005; including respect for human rights and the rule of law, political empowerment of women, conduct of free and fair elections, holding of referendum for the people of Southern Sudan and popular consultation for Southern Kordofan and Blue Nile States. The commitment to resolve the conflict in Darfur is duly emphasized.

Page 4, 1. DIALOGUE AND NATIONAL CONSENSUS 
1.1. The APPC maintains that the process of forging national consensus requires open dialogue without prior conditions or exclusion of any party. The APPC in Juba is the first such process since the signing of all peace agreements, particularly the Comprehensive Peace Agreement (CPA). There is need to continue this free democratic dialogue among all national forces, civil society and women organizations."
2047,"Page 5, LIST OF PARTICIPANTS, KENYAN COMMUNITY REPRESENTATIVES
...
3. NAPEYOK EIPA DPC WOMEN REPRESENTATIVE"
1673,"Page 2, Untitled Preamble, 
... - Cognizant of the consequence of instability and destruction of property that has been mutually inflicted upon our own communities during the North-South war between 1983 and 2005 where innocent youth were mobilized by the warring parties to cause self destruction, abduction of children and women, wanton killing, displacement and devastation of property in the area; ...


Page 4, Have committed themselves to:
... 15. To reactivate the role and to include the women, youth and intellectuals of the two communities in the accords of this agreements;

Page 4, Have agreed to commit themselves to:
... 17. To lobby for the establishment of joint boarding schools for girls and other for boys in the areas of the two communities and;"
707,"Page 1, Afghan Leadership, Regional Cooperation, International Partnership, 5
The London Conference will be followed by a conference in Kabul later this year, hosted by the Afghan Government, where it intends to take forward its programme with concrete plans for delivery for the Afghan people. These should be based on democratic accountability, equality, human rights, gender equality, good governance and more effective provision of government services, economic growth, as well as a common desire to live in peace under the Afghan Constitution. We remain convinced that together we will succeed.

Page 2, Security, 13
In the context of a comprehensive, Afghan-led approach, Conference Participants reinforced the need for an effective and enduring framework to create and consolidate a stable and secure environment in which Afghan men and women of all backgrounds and perspectives can contribute to the reconstruction of their country. In this context, Conference Participants welcomed the plans of the Government of Afghanistan to offer an honourable place in society to those willing to renounce violence, participate in the free and open society and respect the principles that are enshrined in the Afghan constitution, cut ties with Al-Qaeda and other terrorist groups, and pursue their political goals peacefully.

Page 4, Development and governance, 22 
Conference Participants commended the Government of Afghanistan’s commitment to improve access to justice and respect for human rights, including through its Justice and Human Rights Programme, political and financial support for the Afghanistan Independent Human Rights Commission, and the adoption and implementation of a new national policy as soon as possible on relations between the formal justice system and dispute resolution councils. The Government of Afghanistan reiterated its commitment to protect and promote the human rights of all Afghan citizens and to make Afghanistan a place where men and women enjoy security, equal rights, and equal opportunities in all spheres of life. Conference Participants also committed to strengthening the role of civil society.

Page 5, Development and governance, 26 
The international community welcomed the Government of Afghanistan’s commitment to implement the National Action Plan for Women of Afghanistan and to implement the Elimination of Violence Against Women Law. Conference Participants welcomed the Government of Afghanistan’s commitment to strengthen the participation of women in all Afghan governance institutions including elected and appointed bodies and the civil service."
764,"Page 7-8, Section 1 - Policing and Justice, Addendum to Programme for Government, 7. The necessary actions to support the agreed policies could usefully include, inter alia:
...Consideration of a women's prison, which is fit for purpose and meets international obligations and best practice;..."
753,"Page 1, 1. General Principles
(2) Reaffirmation of democracy, political pluralism, freedom, the maintenance of a vibrant and dynamic civil society, the rule of law, the independence of the judiciary, the freedom of the press, the accountability and transparency of state institutions, and justice and equality for all regardless of ethnicity, religion, belief and gender as the basis for the effective participation of all Sudanese citizens in the management of their own affairs and decision-making processes at all levels of governance;

Page 2, 1. General Principles
(3) Recognition of citizenship as the basis for political and civil rights and duties and rejection of discrimination based on religion, belief, ethnicity, gender or any other reasons;

Page 3, 6. Role of Civil Society.
Agreement on the importance of the role of civil society in the peace process and the necessity to establish mechanisms for general participation, in particular by civil society to ensure that the views, voice, needs, rights of women, youth, displaced people, refugees and vulnerable groups are reflected in the negotiations. To secure support of the political parties and the public for the peace process and the ensuing agreement to achieve a durable peace."
754,"Page 3, THE PARTIES HEREBY
(2) Agree to:
a - Immediately cease and refrain from any:
...
10. All acts and forms of gender-based violence; 
11. Recruitment or use of boys and girls under age 18 years;

Page 4, THE PARTIES HEREBY
(7) The Parties shall refrain from recruiting children as soldiers or combatants, consistent with the African Charter on the Rights and Welfare of Children, the Convention on the Right of the Child (CRC) and the Optional Protocol to the CRC on the Involvement of Children in Armed Conflict and agree to immediately release and hand over to the UN upon the signing of this Agreement all boys and girls associated with armed forces and groups in accordance with international norms.

Page 4, THE PARTIES HEREBY
(8) In areas of GoS control, the GoS police shall investigate all crimes, including those committed against women and children, and ensure the prosecution of the perpetrators and the protection of the victims. The GoS agrees to give UNAMID unimpeded access and information to monitor these activities."
